Smiles,Standard Relation,Standard Value,Standard Units
CC(C)ON(C[C@H](O)[C@@H](N)c1ccccc1)S(=O)(=O)c1ccc(Cl)c(Cl)c1,'=',5900.0,nM
C#CCCCC(=O)Nc1ccc(C(=O)c2ccc(NC(=O)COCCOCCOCC(=O)NCCCOCCOCCOCCCNC(=O)[C@H](Cc3ccc(C(=O)c4ccccc4)cc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3ccccc3)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)cc2)cc1,'=',20.0,nM
NC(=O)[C@@H](CCC(F)(F)F)N(CC1(c2ncon2)CC1)S(=O)(=O)c1ccc(Cl)cc1,'=',45.5,nM
CC[C@H]1Cc2n[nH]cc2CN1S(=O)(=O)c1ccc(Cl)cc1,'=',15.3,nM
CC[C@@H]1c2c[nH]nc2C[C@H](c2ccc(Cl)cc2)N1S(=O)(=O)c1ccc(Cl)cc1,'=',15455.0,nM
COc1cc(-c2cn(C3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1ccnc1,'=',800.0,nM
Cc1cn(-c2ccc(-c3cn(C4CCc5c(F)cccc5N(CC(F)(F)F)C4=O)nn3)cn2)cn1,'=',3550.0,nM
COc1nc(-n2cnc(C)c2)ncc1-c1cn(C2CCc3c(F)cccc3N(CC(F)(F)F)C2=O)nn1,'=',1640.0,nM
Cc1cn(-c2ncc(-c3cn([C@H]4CCc5c(F)cccc5N(CC(F)(F)F)C4=O)nn3)s2)cn1,'=',380.0,nM
O=S(=O)(N[C@H]1[C@@H]2CC[C@H]1Cc1ccccc1C2)c1ccc(Cl)cc1,'=',467.0,nM
O=S(=O)(c1ccc(Cl)cc1)N1CCc2n[nH]cc2C1c1nccs1,'=',29.1,nM
CC(=O)O[C@@H]([C@@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](OC(=O)NC5CNC5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,'=',47.0,nM
CC[C@H](C)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C(C)(C)NC(=O)CNC(=O)[C@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)C(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C)(C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(N)=O)C(C)C)C(C)C)C(C)C)[C@@H](C)O,'=',7.5,nM
CC(C)N(Cc1ccc(Cl)c(Cl)c1)C(=O)c1ccc2ccccc2c1,'=',135000.0,nM
CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,'=',332000.0,nM
O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)CC(F)(F)F,'=',22.0,nM
O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)c1ncc[nH]1,'=',1.4,nM
COc1cc(/C=C2\CCCN3C2=NOC(C)CC3c2cc(F)c(F)c(F)c2)ccc1-n1cnc(C)c1,'=',41.0,nM
COc1cc(/C=C2\CCCN3C2=NOC[C@@H]3c2ccc(F)cc2)ccc1-n1cnc(C)c1,'=',33.0,nM
CC1=NN(C)C(=O)C(NC(=O)[C@H](C)NC(=O)Cc2ccoc2)c2ccccc21,'=',2.0,nM
C[C@H](NC(=O)Cc1cccc(F)c1)C(=O)NC1C(=O)N(C)N=Cc2ccccc21,'=',8.0,nM
O=S(=O)(c1ccc(F)cc1)N(Cc1ccccc1OC1CCOCC1)c1cc(F)ccc1F,'=',620.0,nM
CC(C)N(Cc1ccc(Cl)c(Cl)c1)C(=O)c1ccc2ccccc2c1O,'=',85000.0,nM
O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,'=',27.0,nM
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,'=',8.7,nM
N#Cc1cccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)c1,'=',64.0,nM
O=C1NCCCC[C@H]1N(Cc1ccc(F)cc1)S(=O)(=O)c1ccc(Cl)cc1,'=',33.0,nM
CC(C)(C)c1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,'=',13.0,nM
C[C@H](CCCN(C)C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',6.5,nM
NC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',148.0,nM
CC[C@@H]1C[C@@H]2[C@@H](CC[C@@]3(S(=O)(=O)c4ccc(C#N)cc4)C4=C(OC[C@@H]23)C(F)(F)C=CC4=O)NS1(=O)=O,'=',31.0,nM
CC[C@@H]1C[C@@H]2[C@@H](CC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)C4=C(OC[C@@H]23)C(F)(F)C=CC4=O)NS1(=O)=O,'=',25.0,nM
CS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)C3=C(OC[C@@H]12)C(F)(F)C=CC3=O,'=',11.0,nM
CS(=O)(=O)CC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(C(F)(F)F)cc3)C3=C(OC[C@@H]12)C(F)(F)C=CC3=O,'=',1.9,nM
NC(=O)NC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',1.0,nM
O=C(O)C[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',21.2,nM
CCCO[C@@H]1CON=C2/C(=C/c3ccc(-n4cnc(C)c4)c(OC)c3)CCCN2[C@H]1c1cc(F)cc(F)c1,'=',1260.0,nM
COc1cc(/C=C2\CCCN3C2=NOC[C@@H](O)[C@@H]3c2cc(F)cc(F)c2)ccc1-n1cnc(C)c1,'=',240.0,nM
COc1cc(/C=C2\CCCN3C2=NOCC[C@@H]3c2ccc(F)c(Cl)c2)ccc1-n1cnc(C)c1,'=',40.0,nM
O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)c1cnn[nH]1,'=',4.7,nM
O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)c1ncc[nH]1,'=',1.8,nM
CS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(C(F)(F)F)cc3)c3c(F)ccc(F)c3OC[C@@H]12,'=',3.5,nM
O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)c1ncn[nH]1,'=',8.9,nM
COc1cc(-c2noc(N[C@@H](C)c3ccc(F)cc3)n2)ccc1-n1cnc(C)c1,'=',316.23,nM
CCOc1cc(-c2ccc(N[C@@H](C)c3ccc(F)cc3)nc2)ccc1-n1cnc(C)c1,'=',501.19,nM
CC(C)(C)c1cccc(S(=O)(=O)N(C[C@H](O)[C@@H](N)c2ccccc2)C2CCC2)c1,'=',3700.0,nM
COc1cc(-c2noc(Cc3ccccc3)n2)ccc1-n1cnc(C)c1,'=',7010.0,nM
COc1cc(-c2n[nH]c(Cc3ccccc3)n2)ccc1-n1cnc(C)c1,'=',780.0,nM
COc1cc(-c2cn(Cc3cc(Br)cc(Br)c3)nn2)ccc1-n1cnc(C)c1,'=',320.0,nM
CCCCCCCCCCn1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,'=',5800.0,nM
COc1cc(-c2cn(Cc3ccc4ccsc4c3)nn2)ccc1-n1cnc(C)c1,'=',1130.0,nM
COc1cc(-c2cn(Cc3ccc(-c4noc(C)n4)cc3)nn2)ccc1-n1cnc(C)c1,'=',1000.0,nM
O=S(=O)(c1ccc(Cl)cc1)N1C2Cc3[nH]ncc3C1CC(c1nc3ccccc3[nH]1)C2,'=',437.0,nM
O=S(=O)(c1ccc(C(F)(F)F)cc1)N1C2Cc3[nH]ncc3C1CC(c1ccc(-c3cncs3)cc1)C2,'=',92.0,nM
O=C1OCCN1c1ccc(C2CC3Cc4[nH]ncc4C(C2)N3S(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1,'=',28.0,nM
COc1cc(/C=C2\CCCN3CC(c4ccccc4)CON=C23)ccc1-n1cnc(C)c1,'=',140.0,nM
COc1cc(/C=C2\CCCN3CCC(c4cc(F)cc(F)c4)ON=C23)ccc1-n1cnc(C)c1,'=',41.0,nM
O=S(=O)(CCO)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12,'=',1.0,nM
CC(C)C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)N=Cc2ccccc21,'=',0.5,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1nc(C)c(C(C)NCC(F)(F)F)s1,'=',10.0,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1nc(C)c(C(C)NC)s1,'=',51.8,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1ncc(CN)s1,'=',200.0,nM
CCC[C@H](NC(=O)[C@@H](O)C(C)(C)C)C(=O)Nc1ncc(C(C)CCCC(C)(C)OC)s1,'=',13.0,nM
CCC[C@H](NC(=O)[C@@H](O)C(C)C)C(=O)Nc1ncc(C(C)CCCC(C)(C)OC)s1,'=',0.3,nM
CCC[C@H](NC(=O)C(=O)C(C)(C)C)C(=O)Nc1ncc(C(C)C)s1,'=',16.8,nM
CCC[C@H](NC(=O)[C@@H](O)C(C)(C)C)C(=O)Nc1ncc(C(C)C)s1,'=',20.1,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1nc(C)c(CC)s1,'=',12.9,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1nc(C)c(C)s1,'=',94.1,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1ncc(C(CC)CC)s1,'=',2.2,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1ncc(CNCC)s1,'=',104.0,nM
CCC[C@H](NC(=O)CCc1cc(F)cc(F)c1)C(=O)Nc1ncc(C(C)CCCC(C)(C)O)s1,'=',0.05,nM
CNC(=O)OC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',0.51,nM
NC(=O)[C@@H](CCC(F)(F)F)N(CC1CCC1)S(=O)(=O)c1ccc(Cl)cc1,'=',11.7,nM
CC(C)c1cc(C(C)C)c(S(=O)(=O)n2c3ccc(Cl)cc3c3ccc(C(C)C(=O)O)cc32)c(C(C)C)c1,'=',8500.0,nM
O=C(OCC1CCCC(c2cccc(F)c2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,'=',7.7,nM
COc1ccc(CN([C@@H]2CCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1F,'=',250.0,nM
O=C1NCCCC[C@H]1N(CCCCc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,'=',470.0,nM
O=C1NCCCC[C@H]1N(Cc1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,'=',67.0,nM
CCOc1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2cccs2)cc1,'=',830.0,nM
CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21,'=',7.9,nM
COc1cc(Nc2nc3n(n2)C(C)CC(=O)N3Cc2ccccc2)ccc1-n1cnc(C)c1,'=',19.95,nM
O=C1c2[nH]ncc2C(C2CC2)N(S(=O)(=O)c2ccc(C(F)(F)F)cc2)C12CC2,'=',995.0,nM
O=C1c2[nH]ncc2C(C2CC2)N(S(=O)(=O)c2ccc(C(F)(F)F)cc2)C12CCCC2,'=',235.0,nM
O=C1c2[nH]ncc2C(C2CC2)N(S(=O)(=O)c2ccc(C(F)(F)F)cc2)C1C1CC1,'=',2792.0,nM
CCNC1=N/C(=C\c2ccc(-n3cnc(C)c3)c(OC)c2)C(=O)N1[C@@H](C)c1ccc(F)cc1,'=',220.0,nM
CCCCCCCCCCO/N=C(/c1ccc(Cl)cc1)c1ccc(OC(C)(C)C(=O)O)cc1,'=',36100.0,nM
Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCCN3c2cc(F)cc(F)c2)ncn1,'=',9.0,nM
COc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCCN3c2ccc(F)c(F)c2)ccn1,'=',16.0,nM
COc1cc(Nc2nc3c(c(N(C)C)n2)C=CCOC3c2ccccc2)ccc1-n1cnc(Cl)c1,'=',56.0,nM
COc1cc(/C=C2\CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,'=',160.0,nM
COc1cc(-n2cc(C[Si](C)(C)C)nn2)ccc1-n1cnc(C)c1,'=',7060.0,nM
CS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)C3=C(OC[C@@H]12)C(F)(F)C=CC3=O,'=',1.2,nM
COc1cc(/C=C2\CCCN3C2=NO[C@H](c2cc(F)c(F)c(F)c2)[C@@H]3CO)ccc1-n1cnc(C)c1,'=',69.0,nM
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(C)(C)NC(=O)CNC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)C(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)NC(C)(C)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(N)=O)C(C)C)C(C)C)C(C)C,'=',2.12,nM
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(C)(C)NC(=O)CNC(=O)[C@@H](NC(C)=O)C(C)C)C(C)C)C(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)NC(C)(C)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)C(C)C)C(C)C)C(C)C,'=',8.26,nM
CC[C@H](C)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C(C)(C)NC(=O)CNC(=O)[C@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)C(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C)(C)C(=O)OC)C(C)C)[C@@H](C)O,'=',34.8,nM
CC[C@H](C)C(NC(=O)[C@@H](NC(=O)C(C)(C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C(C)(C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(C)(C)NC(=O)CNC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)C(C)C)[C@@H](C)CC)C(C)C)C(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(N)=O)C(C)C)C(C)C)C(C)C,'=',58.9,nM
O=S(=O)(c1cccc(C(F)(F)F)n1)N1[C@H]2c3c[nH]nc3C[C@@H]1c1c(F)cccc12,'=',49.0,nM
O=S(=O)(c1cccc(C(F)(F)F)c1)N1[C@H]2c3c[nH]nc3C[C@@H]1c1c(Cl)cccc12,'=',6998.0,nM
O=S(=O)(c1ccc(C(F)(F)F)nc1)N1[C@H]2c3c[nH]nc3C[C@@H]1c1cccc(F)c12,'=',0.4,nM
Cc1cn(C23CCC(Nc4nc5n(n4)CCCC[C@@H]5c4ccc(F)c(F)c4)(CC2)CC3)cn1,'=',39.0,nM
CCN1Cc2cc(-c3c(C)nc4c(OCc5ccccc5C)cccn34)ccc2C1=O.Cl,'=',390.0,nM
CCCCN1CCC(c2c(C)nc3c(OCc4ccccc4C)cccn23)CC1.Cl.Cl,'=',8700.0,nM
CCN1Cc2cc(-c3c(C)nc4c(OCc5ccc(-c6ccc(F)cc6)cc5)cccn34)ccc2C1=O.Cl,'=',92.0,nM
COc1c(C#N)ccc2[nH]c(-c3cn4c(n3)[C@@H](c3ccccc3C(F)(F)F)OCC4)cc12,'=',347.0,nM
COc1cc(-c2cn(C3CCc4ccccc4N(Cc4ccncc4)C3=O)nn2)ccc1-n1cnc(C)c1,'=',1190.0,nM
CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,'=',53000.0,nM
COc1cc(-c2cn(C3CCc4ccccc4N(Cc4ccccn4)C3=O)nn2)ccc1-n1cnc(C)c1,'=',1080.0,nM
CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,'=',215000.0,nM
O=S(=O)(c1ccc(C(F)(F)F)cc1)N1c2cc(F)c(F)cc2-c2n[nH]cc2[C@H]1C1CC1,'=',0.34,nM
O=C(OC1(C2CCCC(c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,'=',5.0,nM
Cc1cn(-c2ccc3n(c2=O)CCN(CC2=CC(C)(C)Oc4ccc(C(F)(F)F)cc42)C3=O)cn1,'=',13.0,nM
COc1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,'=',2.8,nM
O=C1NCCCC[C@H]1N(Cc1ccc(C(F)(F)F)cc1)S(=O)(=O)c1ccccc1,'=',180.0,nM
CCn1nc(C(C)(C)C)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1,'=',63.0,nM
CC[C@H](Cc1ccc(OC)c(C(=O)NCc2ccc(C(F)(F)F)cc2)c1)C(=O)O,'=',34200.0,nM
O=S(=O)(N[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C(F)(F)F,'=',14.3,nM
CC1(C)OCC2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,'=',33.0,nM
O=S(=O)(c1ccc(Cl)cc1)[C@@]12CCC[C@]3(CCOC3)[C@@H]1COc1c(F)ccc(F)c12,'=',6.0,nM
O=S(=O)(N1CC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)C1)C(F)(F)F,'=',13.0,nM
CP1(=O)OCC2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,'=',5.0,nM
O=S(=O)(c1ccc(Cl)cc1)N1C2COCC1c1cn[nH]c1C2,'=',6277.0,nM
CCNC(=O)c1ccc(-c2c(C)nc3c(OCc4ccc(C)cc4C)cccn23)cn1.Cl,'=',190.0,nM
CCNC(=O)c1ccc(-c2c(C)nc3c(OCc4cccc(F)c4)cccn23)cn1.Cl,'=',240.0,nM
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)C[C@@H](Cc1ccccc1)C(N)=O,'=',17.0,nM
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,'=',36.0,nM
C[C@H](NC(=O)[C@@H](O)c1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,'=',1.0,nM
CCCNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',100.0,nM
O=S(=O)(c1ccc(Cl)cc1)C1(c2cc(F)ccc2F)CCCCC1,'=',27.0,nM
COc1cc(-c2ccc(N[C@@H](C)c3ccc(F)cc3)nc2)ccc1-c1cc(C)ns1,'=',251.19,nM
C[C@H](NC(=O)CCC(F)(F)F)C(=O)N[C@H]1C(=O)N(CCO)c2ncccc2-c2ccccc21,'=',0.41,nM
O=S(=O)(c1ccc(Cl)cc1)N1Cc2c[nH]nc2-c2ccccc21,'=',27.0,nM
CC[C@H]1Cc2n[nH]cc2[C@@H](CC)N1S(=O)(=O)c1ccc(Cl)cc1,'=',5.0,nM
Fc1ccc(C2CCCn3nc(N[C@@H]4[C@@H]5CC[C@H]4CN(c4cc(Cl)ncn4)C5)nc32)c(F)c1F,'=',30.0,nM
Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCCCC3c2ccc(F)c(F)c2F)cnn1,'=',30.0,nM
O=S(=O)(CCO)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12,'=',1.2,nM
Cc1cc(-c2ccc(NC(=O)C(C)c3cccc(-c4ccc(N5CCOCC5)cc4)c3)cc2)ccn1,'=',70.0,nM
Cc1nccn1-c1ccc(NS(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1,'=',9400.0,nM
COc1cc(/C=C2\CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,'=',2300.0,nM
O=S(=O)(c1cccc(C(F)(F)F)n1)N1[C@H]2c3c[nH]nc3C[C@@H]1c1cccc(C3CC3)c12,'=',190.0,nM
O=S(=O)(c1cccc(C(F)(F)F)c1)N1[C@@H]2c3ccc(Cl)cc3[C@H]1Cc1n[nH]cc12,'=',165.0,nM
O=S(=O)(c1ccc(C(F)(F)F)cc1)N1[C@H]2c3c[nH]nc3C[C@@H]1c1cccc(F)c12,'=',36.0,nM
Cc1cn(-c2ccc3n(c2=O)CCN(CCOc2cccc4ccc(F)cc24)C3=O)cn1,'=',15.0,nM
COc1cc(/C=C2\CCCN3C2=NOC[C@@H]3c2cc(F)c(F)c(F)c2)ccc1-n1cnc(C)c1,'=',37.0,nM
Cc1cc(-c2ccc(NC(=O)[C@@H](C)c3cccc(-c4ccc(N5CCOCC5)cc4)c3)cc2)ccn1,'=',70.0,nM
Cc1cc(-c2ccc(NC(=O)C(C)c3cccc(-c4ccccc4)c3)cc2)ccn1,'=',660.0,nM
CCCC(C(=O)Nc1ccc(-c2ccnc(C)c2)cc1)c1cccc(C)c1,'=',540.0,nM
Cc1cc(C)cc(C(C)C(=O)Nc2ccc(-c3ccnc(C)c3)cc2)c1,'=',570.0,nM
Cc1cc(-c2ccc(NC(=O)C(O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,'=',2130.0,nM
Cc1cc(-c2ccc(NC(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cn2)ccn1,'=',1350.0,nM
COc1cc(Nc2nc3n(n2)CCC(O)N3Cc2ccccc2)ccc1-n1cnc(C)c1,'=',15.85,nM
Cc1cn(-c2ccc(-c3cn(C4CCc5c(F)cccc5C(CC(F)(F)F)C4=O)nn3)cc2OC(F)(F)F)cn1,'=',210.0,nM
C[C@H](NC(=O)[C@@H](O)c1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,'=',0.39,nM
CCNC(=O)c1ccc(-c2c(C)nc3c(OCc4ccccc4-c4ccccc4)cccn23)cn1.Cl,'=',390.0,nM
COc1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cn1,'=',30.0,nM
O=C(O)CCc1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,'=',140.0,nM
CC1(C)CCNC(=O)[C@H](N(Cc2ccc(C(=O)NC3CC3)cc2)S(=O)(=O)c2ccc(Cl)cc2)C1,'=',15.0,nM
O=C(NC1CC1)c1ccc(CN(C2CC(C(F)(F)F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,'=',20.0,nM
CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@@H]1C(=O)Nc2ccccc2-c2ccccc21,'=',4.0,nM
O=S(=O)(c1cccc(C(F)(F)F)c1)N1[C@@H]2c3cc(F)c(F)cc3[C@H]1Cc1n[nH]cc12,'=',127.0,nM
O=C1NCCCC[C@H]1N(CCCCCl)S(=O)(=O)c1ccc(Cl)cc1,'=',150.0,nM
O=C1NCCCC[C@@H]1N(Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(Cl)cc1,'=',3200.0,nM
CN(C)c1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,'=',7.8,nM
CCC[C@H](NC(=O)C(=O)C(C)(C)C)C(=O)Nc1ncc(C(C)C)s1,'=',116.0,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1ncc(C(C)NCc2ccccc2)s1,'=',3.0,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1nc(C)c(C(C)NCCC(C)(C)C)s1,'=',5.9,nM
CCNC(=O)c1ccc(-c2c(C#N)nc3c(OCc4ccccc4)cccn23)cn1,'=',7200.0,nM
Cc1noc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCCCC3c2ccc(F)c(F)c2F)n1,'=',44.0,nM
Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCCN3c2cc(F)cc(F)c2)ncn1,'=',4.0,nM
N#CC1CC2Cc3[nH]ncc3C(C1)N2S(=O)(=O)c1ccc(Cl)cc1,'=',13.0,nM
CCNC(=O)c1ccc(-c2c(C)nc3c(OCc4c(C)cc(C)cc4C)cccn23)cn1.Cl,'=',170.0,nM
Cc1cc(-c2ccc(NC(=O)C(C)c3cccc(-c4ccc(NC(C)C)nc4)c3)cc2)ccn1,'=',180.0,nM
CCc1cc(-c2ccc(NS(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,'=',210.0,nM
Cc1cc(-c2ccc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)cc2)ccn1,'=',720.0,nM
