Standard Value,smiles_encoded,exactmw,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,CrippenClogP,hallKierAlpha
70.0,1685,484.16347214000007,0.25,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.661120000000003,-4.02
44000.0,1685,484.16347214000007,0.25,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.661120000000003,-4.02
120.0,1013,514.174036824,0.28,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.576100000000003,-4.22
26.0,1013,514.174036824,0.28,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.576100000000003,-4.22
26000.0,352,493.3555943639999,0.59375,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.519400000000003,-2.49
2002.0,321,287.074677496,0.5384615384615384,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.2932000000000023,-0.5800000000000001
776.0,2243,409.046331808,0.16666666666666666,4.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.829600000000003,-2.2899999999999996
14126.0,2243,409.046331808,0.16666666666666666,4.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.829600000000003,-2.2899999999999996
9.7,2243,409.046331808,0.16666666666666666,4.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.829600000000003,-2.2899999999999996
880.0,969,505.2226231040001,0.20689655172413793,6.0,5.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,4.563520000000003,-4.789999999999999
4690.0,969,505.2226231040001,0.20689655172413793,6.0,5.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,4.563520000000003,-4.789999999999999
50.0,958,592.084548892,0.28,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,5.4322200000000045,-3.74
10.0,958,592.084548892,0.28,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,5.4322200000000045,-3.74
216.0,1690,450.2001940840001,0.375,5.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0172200000000045,-3.0
110.0,1706,440.15947214400006,0.3181818181818182,5.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.231720000000004,-3.07
110.0,716,436.10932839200007,0.21052631578947367,4.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.422120000000003,-3.209999999999999
41.0,724,408.153243892,0.2857142857142857,5.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.892020000000003,-2.999999999999999
6527.0,2238,380.0168453360001,0.2,4.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.8560000000000008,-1.74
858.0,2238,380.0168453360001,0.2,4.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.8560000000000008,-1.74
29.1,2238,380.0168453360001,0.2,4.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.8560000000000008,-1.74
1554.0,2242,387.080825496,0.21052631578947367,4.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.421400000000002,-2.1499999999999995
80.9,2242,387.080825496,0.21052631578947367,4.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.421400000000002,-2.1499999999999995
16625.0,2242,387.080825496,0.21052631578947367,4.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.421400000000002,-2.1499999999999995
2305.0,2237,375.05567336800004,0.1875,4.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.1895,-2.29
120.0,2237,375.05567336800004,0.1875,4.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.1895,-2.29
12.0,2237,375.05567336800004,0.1875,4.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.1895,-2.29
56.0,1459,556.0648861120001,0.5,4.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.116200000000002,-2.3200000000000003
1.8,1459,556.0648861120001,0.5,4.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.116200000000002,-2.3200000000000003
27.0,1459,556.0648861120001,0.5,4.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.116200000000002,-2.3200000000000003
3.9,643,581.096520588,0.5416666666666666,5.0,1.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,3.7729000000000026,-2.3200000000000007
46.0,643,581.096520588,0.5416666666666666,5.0,1.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,3.7729000000000026,-2.3200000000000007
25.0,643,581.096520588,0.5416666666666666,5.0,1.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,3.7729000000000026,-2.3200000000000007
180.0,1812,356.1749446400001,0.19047619047619047,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.662720000000001,-3.4099999999999997
460.0,1814,382.15420919600007,0.09090909090909091,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.870820000000001,-3.9999999999999996
100.0,1735,395.17461029200007,0.125,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,5.036820000000004,-3.9299999999999997
30.0,477,395.147904416,0.42105263157894735,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7582200000000023,-2.3499999999999996
12.9,477,395.147904416,0.42105263157894735,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7582200000000023,-2.3499999999999996
6.2,503,439.17411916400005,0.47619047619047616,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.281900000000003,-2.3899999999999997
0.3,503,439.17411916400005,0.47619047619047616,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.281900000000003,-2.3899999999999997
710.0,130,551.2070549279999,0.5185185185185185,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,8.374700000000004,-2.689999999999999
0.34,2298,594.1557874560001,0.64,6.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,5.164700000000005,-1.9000000000000004
0.42,2297,537.116781856,0.4,6.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,5.192100000000004,-2.339999999999999
0.03,2293,520.1556098880001,0.4,6.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,4.254300000000003,-2.76
0.08,2291,536.1260593480001,0.4,6.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,4.768600000000004,-2.3999999999999995
0.42,2290,570.087086996,0.4,6.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,5.422000000000004,-2.1099999999999994
0.07,1874,550.1417094120001,0.4230769230769231,6.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,4.983400000000005,-2.3999999999999995
15000.0,169,432.2624222519999,0.625,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.6607000000000007,-2.41
9300.0,225,539.189707248,0.36666666666666664,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.243200000000007,-2.829999999999999
8500.0,225,539.189707248,0.36666666666666664,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.243200000000007,-2.829999999999999
71.0,290,573.24280544,0.5666666666666667,5.0,2.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,6.099900000000007,-2.129999999999999
12300.0,782,616.2850046,0.59375,5.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,5.121500000000005,-2.169999999999999
6420.0,1487,454.14415402399993,0.5,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.2847000000000017,-2.099999999999999
420.0,1255,369.12440456,0.2,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8152200000000027,-2.789999999999999
55.0,403,485.361742364,0.6896551724137931,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.863800000000004,-2.3699999999999997
105.0,1409,421.1684793560001,0.3333333333333333,5.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.063720000000003,-3.1999999999999997
71.0,1405,463.2154295480001,0.4166666666666667,5.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2817200000000035,-3.1999999999999997
58.0,733,435.18412942,0.36363636363636365,5.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.546620000000003,-3.1999999999999997
60.0,733,435.18412942,0.36363636363636365,5.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.546620000000003,-3.1999999999999997
104.0,733,435.18412942,0.36363636363636365,5.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.546620000000003,-3.1999999999999997
4.2,2004,621.223961816,0.5806451612903226,6.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,6.522200000000008,-2.2699999999999996
5.3,787,636.19847534,0.5333333333333333,6.0,2.0,4.0,3.0,0.0,3.0,3.0,1.0,0.0,2.0,2.0,4.767800000000005,-2.7999999999999994
0.7,2010,603.233383628,0.5806451612903226,6.0,2.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,6.383100000000007,-2.1999999999999997
3.6,2008,631.228298248,0.59375,7.0,2.0,5.0,4.0,0.0,4.0,4.0,0.0,2.0,5.0,4.0,5.494800000000007,-2.2399999999999998
20.0,2008,631.228298248,0.59375,7.0,2.0,5.0,4.0,0.0,4.0,4.0,0.0,2.0,5.0,4.0,5.494800000000007,-2.2399999999999998
209.0,731,421.168479356,0.3333333333333333,5.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.156520000000003,-3.1999999999999997
19.0,731,421.168479356,0.3333333333333333,5.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.156520000000003,-3.1999999999999997
33.0,731,421.168479356,0.3333333333333333,5.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.156520000000003,-3.1999999999999997
64.0,1411,461.1997794840001,0.4166666666666667,6.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.251720000000003,-3.1999999999999997
460.0,1107,406.1616605720001,0.4,4.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.3736200000000025,-2.81
40.0,2305,432.070382368,0.21052631578947367,5.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.9231000000000016,-3.3399999999999994
1.1,2199,420.0867813800001,0.2631578947368421,5.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,4.150500000000002,-2.88
0.26,2193,544.98818038,0.25,5.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.360100000000003,-2.079999999999999
250.0,515,447.28096718000006,0.5833333333333334,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.931700000000003,-2.3200000000000003
754.0,515,447.28096718000006,0.5833333333333334,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.931700000000003,-2.3200000000000003
95.0,1819,407.126135876,0.2,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.575320000000003,-3.39
214.0,1821,400.141451592,0.47368421052631576,6.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.282320000000003,-2.6100000000000003
38.0,1829,468.20405184799995,0.5,5.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.966520000000003,-2.7099999999999995
21.0,1826,489.21000773199995,0.5652173913043478,7.0,3.0,4.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,4.866420000000004,-3.3099999999999996
96.0,1449,437.12546717999993,0.22727272727272727,5.0,4.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6649200000000004,-3.519999999999999
580.0,81,463.170748036,0.19230769230769232,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.7180000000000017,-4.069999999999999
620.0,81,463.170748036,0.19230769230769232,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.7180000000000017,-4.069999999999999
320.0,1361,422.106705896,0.35,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.2082000000000015,-2.0899999999999994
22.0,2202,466.1086596960001,0.3333333333333333,5.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,3.0,4.196900000000003,-2.789999999999999
14431.0,2202,466.1086596960001,0.3333333333333333,5.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,3.0,4.196900000000003,-2.789999999999999
5.8,142,419.220891788,0.4,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.429800000000003,-3.1499999999999986
100000.0,361,385.18085681599996,0.43478260869565216,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.996500000000007,-1.9999999999999996
32000.0,365,616.29372238,0.3076923076923077,7.0,5.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,8.685800000000004,-4.909999999999999
31000.0,365,616.29372238,0.3076923076923077,7.0,5.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,8.685800000000004,-4.909999999999999
24000.0,365,616.29372238,0.3076923076923077,7.0,5.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,8.685800000000004,-4.909999999999999
80000.0,364,369.23039385199996,0.4782608695652174,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.018400000000007,-2.04
46.0,1831,490.2052567,0.5454545454545454,6.0,3.0,3.0,4.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,3.7368200000000016,-3.5099999999999993
12.7,822,549.17114196,0.2413793103448276,5.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.3716000000000017,-4.799999999999998
10000.0,955,514.174036824,0.28,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,4.669720000000003,-4.22
790.0,1687,502.1540503280001,0.25,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.800220000000003,-4.09
78.0,1687,502.1540503280001,0.25,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.800220000000003,-4.09
4.0,1535,540.100096292,0.30434782608695654,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.082500000000003,-2.789999999999999
26.0,1514,534.114683736,0.2692307692307692,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.208600000000006,-2.5799999999999987
12000.0,856,564.352299876,0.6551724137931034,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.853200000000002,-3.34
7000.0,856,564.352299876,0.6551724137931034,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.853200000000002,-3.34
3000.0,865,640.383600004,0.5428571428571428,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.423600000000004,-4.119999999999999
10000.0,865,640.383600004,0.5428571428571428,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.423600000000004,-4.119999999999999
300.0,175,682.430550196,0.5789473684210527,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.592300000000005,-4.12
6000.0,175,682.430550196,0.5789473684210527,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.592300000000005,-4.12
390.0,971,414.1804239440001,0.21739130434782608,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.573820000000002,-3.94
4720.0,971,414.1804239440001,0.21739130434782608,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.573820000000002,-3.94
7480.0,964,498.23793882,0.35714285714285715,6.0,4.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,4.004820000000003,-3.98
1250.0,964,498.23793882,0.35714285714285715,6.0,4.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,4.004820000000003,-3.98
560.0,337,435.02294753999996,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.523000000000004,-0.9799999999999995
7.0,1956,493.1260614359999,0.5217391304347826,5.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,3.907700000000003,-1.4499999999999995
7.0,1960,509.1209760559999,0.5217391304347826,5.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,3.1441000000000017,-1.489999999999999
94.9,494,371.18787740799996,0.7058823529411765,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0008999999999992,-1.51
37.3,494,371.18787740799996,0.7058823529411765,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0008999999999992,-1.51
1.0,490,439.17411916400005,0.47619047619047616,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.895000000000003,-2.3899999999999997
1.2,490,439.17411916400005,0.47619047619047616,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.895000000000003,-2.3899999999999997
0.15,2299,521.1508588560001,0.4166666666666667,6.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,3.649300000000003,-2.8299999999999996
6.4,444,462.26309094799996,0.4074074074074074,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.5066000000000024,-3.479999999999999
1060.0,444,462.26309094799996,0.4074074074074074,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.5066000000000024,-3.479999999999999
14.0,2276,439.0369099960001,0.21052631578947367,5.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,4.4730000000000025,-2.359999999999999
0.22,2276,439.0369099960001,0.21052631578947367,5.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,4.4730000000000025,-2.359999999999999
60.9,2279,500.0930096320001,0.16666666666666666,6.0,4.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,5.020700000000003,-3.5699999999999985
2827.0,2279,500.0930096320001,0.16666666666666666,6.0,4.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,5.020700000000003,-3.5699999999999985
12.0,637,499.19076986799996,0.6956521739130435,4.0,1.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.940900000000002,-1.3899999999999997
20.0,13,885.4101490999999,0.2962962962962963,7.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,6.849300000000007,-7.3599999999999985
0.91,13,885.4101490999999,0.2962962962962963,7.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,6.849300000000007,-7.3599999999999985
1.0,13,885.4101490999999,0.2962962962962963,7.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,6.849300000000007,-7.3599999999999985
219.0,2021,567.177011624,0.5185185185185185,5.0,2.0,3.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,5.215200000000006,-2.4299999999999997
11.0,2040,577.217733564,0.5517241379310345,5.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,5.8505000000000065,-2.1999999999999997
820.0,1006,396.16985926000007,0.13043478260869565,5.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.044320000000003,-3.9999999999999996
4040.0,1006,396.16985926000007,0.13043478260869565,5.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.044320000000003,-3.9999999999999996
820.0,996,490.18657194400015,0.1111111111111111,6.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.608120000000003,-5.119999999999999
7600.0,996,490.18657194400015,0.1111111111111111,6.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.608120000000003,-5.119999999999999
880.0,122,477.26662049199996,0.72,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,7.4194000000000075,-1.7000000000000002
150.0,837,711.4207137840001,0.5526315789473685,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.9283000000000046,-4.6499999999999995
0.8,342,451.210504672,0.5217391304347826,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.571200000000005,-2.349999999999999
24.0,440,381.11654230799996,0.3684210526315789,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.524620000000004,-1.5599999999999996
100.0,621,367.10089224399997,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.134520000000003,-1.5599999999999996
900.0,170,492.29880775999993,0.5,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.459000000000004,-2.9899999999999993
6.0,387,507.327248676,0.6785714285714286,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.751900000000004,-2.5099999999999993
4500.0,120,472.33010788799993,0.6785714285714286,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.652500000000004,-2.2099999999999995
620.0,67,410.314457824,0.8695652173913043,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.358600000000002,-1.43
10.0,1564,412.13021821200005,0.23809523809523808,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0505999999999993,-3.189999999999999
24.0,1809,440.0588523800001,0.3333333333333333,5.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,4.520420000000003,-2.4000000000000004
194.0,2231,407.10704024399996,0.5263157894736842,5.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,3.3088000000000024,-1.4100000000000001
20.0,611,395.10704024399996,0.5,4.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,3.1663000000000014,-1.4099999999999997
45.1,495,355.19296278800005,0.7058823529411765,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.8969000000000005,-1.47
20.1,495,355.19296278800005,0.7058823529411765,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.8969000000000005,-1.47
603.0,1064,429.1524928560001,0.2,4.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.142220000000002,-3.8899999999999997
50.12,1334,498.1739565720001,0.2608695652173913,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.8751200000000026,-4.419999999999998
31.62,1336,441.1913229760001,0.20833333333333334,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.7326200000000025,-4.269999999999999
36.0,1317,487.18873613200003,0.19230769230769232,5.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,4.839700000000004,-3.879999999999999
62.0,2159,319.046748496,0.6923076923076923,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.6486000000000027,-0.10000000000000012
10.7,344,578.2017491519999,0.5517241379310345,5.0,2.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,6.059800000000006,-2.1999999999999993
4.5,344,578.2017491519999,0.5517241379310345,5.0,2.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,6.059800000000006,-2.1999999999999993
105.0,2158,349.05731317999994,0.7142857142857143,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0111000000000017,-0.14000000000000004
700.0,2058,337.131408088,0.2,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.6938000000000013,-2.919999999999999
500.0,2058,337.131408088,0.2,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.6938000000000013,-2.919999999999999
2200.0,2060,291.12592878400005,0.15789473684210525,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.8790000000000013,-2.679999999999999
1000.0,2060,291.12592878400005,0.15789473684210525,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.8790000000000013,-2.679999999999999
50.0,1507,484.1354191799999,0.4782608695652174,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.335600000000007,-1.3099999999999996
15.0,311,488.09394829199994,0.38095238095238093,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.594200000000005,-1.9999999999999987
57.0,199,454.201633564,0.3333333333333333,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.967999999999999,-3.7499999999999996
540.0,609,449.15216059600004,0.21739130434782608,4.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.431740000000003,-3.7199999999999998
3720.0,609,449.15216059600004,0.21739130434782608,4.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.431740000000003,-3.7199999999999998
94.0,2215,396.07623496800005,0.4,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,5.497500000000003,-1.4599999999999997
12.0,2215,396.07623496800005,0.4,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,5.497500000000003,-1.4599999999999997
5.25,1935,444.07335507999994,0.5625,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.9425000000000001,-1.4
183.0,1723,398.1655228280001,0.08695652173913043,5.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.012120000000004,-3.999999999999999
